gameid,title,developers,publishers,genres,supported_languages,release_date,platform
450528,Black Book,,,,,2021-08-10,xbox
447692,World Soccer Strikers '91,['Bipolar Dawn'],['Meteorbyte Studios'],"['Sports', 'Football']",,2021-08-18,xbox
452016,Lawn Mowing Simulator,['Skyhook Games'],['Curve Games'],['Simulation'],,2021-08-10,xbox
451682,Arietta of Spirits,['Third Spirit Games'],['Red Art Games'],['Action-Adventure'],,2021-08-20,xbox
450555,Armed Emeth,,,,,2021-08-06,xbox
12220,DiRT Rally,['Codemasters'],['Codemasters'],"['strategy', 'Simulation', 'Racing', 'sports', 'Flying']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2016-04-05,xbox
451735,Crimson Spires,"['Woodsy Studio', 'eastasiasoft']",['eastasiasoft'],['Visual Novel'],,2021-08-11,xbox
413108,DIRT 5,['Codemasters'],['Codemasters'],"['Arcade Racing', 'Automobile', 'Sports']",,2020-11-06,xbox
1920,DiRT 3,['Codemasters'],['Codemasters'],"['Racing', 'sports', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2011-05-24,xbox
17728,DiRT 4,['Codemasters Racing Studio'],['Codemasters'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Polish']",2017-06-09,xbox
1847,DiRT 2,['Codemasters'],['Codemasters'],"['strategy', 'Simulation', 'Racing', 'sports', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2009-09-08,xbox
446488,IIN,['Epopeia Games'],['Epopeia Games'],['Puzzle'],,2021-08-06,xbox
451681,Whiskey Mafia: Frank's Story,['FastGame'],['ChiliDog Interactive'],['Action-Adventure'],,2021-08-13,xbox
447559,Animus: Revenant,['Tenbirds'],['Tenbirds'],['Action-Adventure'],,2021-08-06,xbox
446797,Bone Marrow Console Edition,,,,,2021-08-06,xbox
451967,I Am Dead,,,,,2021-08-09,xbox
447696,Curse of the Dead Gods,['Passtech Games'],['Focus Entertainment'],"['Roguelite', 'Dungeon Crawler']",,2021-08-05,xbox
446793,Greak: Memories of Azur,['Navegante Entertainment'],['Team17 Software'],['Action-Adventure'],,2021-08-17,xbox
447698,Yonder: The Cloud Catcher Chronicles,['Prideful Sloth'],['Merge Games'],"['Adventure', 'Management']",,2021-08-05,xbox
446982,Deadly Days,['Pixelsplit'],['Assemble Entertainment'],"['Roguelite', ""Shoot 'em up""]",,2021-08-03,xbox
445460,Fort Triumph,['CookieByte Entertainment'],['All In! Games'],"['Strategy', 'Turn Based']",,2021-08-13,xbox
447697,Fishing Adventure,"['MasterCode', '100 Games']",['Ultimate Games'],"['Sports', 'Fishing']",,2021-08-13,xbox
189653,Team Sonic Racing,['Sumo Digital'],['SEGA'],['Racing'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish']",2019-05-21,xbox
2013,Sonic Generations,['SEGA'],['SEGA'],"['Action', 'Adventure', 'platformer', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-10-16,xbox
2071,Sonic Unleashed,['SEGA'],['SEGA'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-10-20,xbox
18963,Sonic Mania,['PagodaWest Games'],['SEGA'],['Casual'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (simplified)']",2017-08-15,xbox
14700,ClusterTruck,['Landfall Games'],['tinyBuild'],['platformer'],,2016-10-28,xbox
14991,Call of Duty: Modern Warfare Remastered,['raven software'],['Activision'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2016-11-04,xbox
450540,Cuccchi,['Fantastico Studio'],['Fantastico Studio'],['Adventure'],,2021-07-30,xbox
447404,Alfonzo's Arctic Adventure,['Spoony Bard Productions'],['Spoony Bard Productions'],['Platformer'],,2021-07-30,xbox
450834,Blaster Master Zero 3,['Inti CREATES'],['Inti CREATES'],"['Platformer', 'Metroidvania']",,2021-07-29,xbox
445457,Fallen Knight,,,,,2021-07-20,xbox
5868,Need for Speed Rivals,['Ghost Games'],['Electronic Arts'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2013-11-26,xbox
5726,Need for Speed Rivals,['Ghost Games'],['Electronic Arts'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2013-11-22,xbox
450580,Blightbound,['Ronimo Games'],['Devolver Digital'],"[""Beat 'em up""]",,2021-07-27,xbox
417918,Devil May Cry 5 Special Edition,['Capcom Entertainment'],['Capcom Entertainment'],['Hack & Slash'],,2020-11-19,xbox
450666,Skydrift Infinity,['THQ Nordic'],['HandyGames'],"['Arcade Racing', 'Aerial', 'Vehicular Combat']",,2021-07-29,xbox
1677,Need for Speed SHIFT,['Slightly Mad Studios'],['Electronic Arts'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2009-09-18,xbox
447395,Colorful Colore,['Gagonfe'],['Phoenix Reborn Games'],['Puzzle'],,2021-07-23,xbox
446619,Apple Slash,['Agelvik'],['Ratalaika Games'],['Hack & Slash'],,2021-07-30,xbox
447426,Colorful Colore,['Gagonfe'],['Phoenix Reborn Games'],['Puzzle'],,2021-07-28,xbox
443814,Aery - Calm Mind,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2021-07-23,xbox
447298,Atomicrops,['Bird Bath Games'],['Raw Fury'],"['Roguelite', ""Shoot 'em up""]",,2021-07-22,xbox
443473,Paint the Town Red,,,,,2021-07-29,xbox
445979,The Innsmouth Case,['RobotPumpkin Games'],['Assemble Entertainment'],['Visual Novel'],,2021-07-22,xbox
440261,Mind Maze,,,,,2021-07-20,xbox
445415,Trigger Witch,['Rainbite'],['eastasiasoft'],"[""Shoot 'em up""]",,2021-07-28,xbox
14951,Call of Duty: Infinite Warfare,['Infinity Ward'],['Activision'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2016-11-04,xbox
446795,Space Station Sprint,['Snow Day Software'],['Snow Day Software'],['First Person Shooter'],,2021-08-27,xbox
434979,Tribal Pass,['Stas Shostak'],['Samustai'],['Action'],,2021-04-16,xbox
436207,Protocol,['Fair Games'],['Samustai'],['Adventure'],,2021-04-30,xbox
436364,Outbreak: Endless Nightmares,['Dead Drop Studios'],['Dead Drop Studios'],['Survival Horror'],,2021-05-19,xbox
443472,Tour de France 2021,['Cyanide Studio'],['Nacon'],"['Sports', 'Cycling']",,2021-07-01,xbox
444569,Blitz Breaker,"['Boncho Games', 'Ratalaika Games']",['eastasiasoft'],['Platformer'],,2021-07-07,xbox
446140,F1 2021,['Codemasters'],['Electronic Arts'],"['Simulation Racing', 'Automobile', 'Sports']",,2021-07-16,xbox
444564,Anna´s Quest,,,,,2021-06-30,xbox
442049,Urban Trial Tricky Deluxe Edition,['Tate Multimedia'],['Tate Multimedia'],"['Automobile', 'Sports', 'Motocross']",,2021-07-22,xbox
444908,"Walden, a game",['USC Game Innovation Lab'],['USC Games Publishing'],['Adventure'],,2021-07-02,xbox
441997,Wizodd,['Gagonfe'],['JanduSoft'],"[""Shoot 'em up""]",,2021-07-16,xbox
6996,Metro: Last Light Redux,['4a games'],['deep silver'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Polish']",2014-08-26,xbox
1183,Batman: Arkham Asylum,['rocksteady studios'],['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure', 'fighting', 'platformer']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2010-08-03,xbox
337799,Metro: Last Light Redux,['4a games'],['deep silver'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Polish']",2019-12-12,xbox
1812,Crazy Taxi,['SEGA'],['SEGA'],"['Action', 'Adventure', 'Racing', 'Flying', 'Classics']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-11-24,xbox
393328,Shantae and the Seven Sirens,['WayForward'],['WayForward'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2020-05-28,xbox
413812,Shantae: Risky's Revenge - Director's Cut,['WayForward'],['WayForward'],['Action'],,2020-10-15,xbox
137357,Shantae: Half-Genie Hero Ultimate Edition,['WayForward'],['WayForward'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2018-05-08,xbox
15486,Shantae: Half-Genie Hero,['WayForward'],['WayForward'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2016-12-20,xbox
8577,Mortal Kombat X,['NetherRealm Studios'],['Warner Bros. Interactive Entertainment'],['fighting'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish', 'Portuguese (Brazil)']",2015-04-14,xbox
2502,Mortal Kombat Arcade Kollection,['Other Ocean Interactive'],['WB Games'],"['fighting', 'Classics']","['French', 'Spanish', 'German', 'Italian']",2011-08-31,xbox
445529,Dr. Atominus,['Pikku-a'],['Xitilon'],['Platformer'],,2021-07-21,xbox
446493,Blaster Master Zero 2,['Inti CREATES'],['Inti CREATES'],"['Platformer', 'Metroidvania']",,2021-07-15,xbox
445461,MouseBot: Escape from CatLab,['Vector Unit'],['Vector Unit'],"['Arcade Racing', 'Automobile']",,2021-07-21,xbox
2223,Batman: Arkham Asylum,['rocksteady studios'],['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2009-08-25,xbox
444729,Blaster Master Zero,['Inti CREATES'],['Inti CREATES'],"['Platformer', 'Metroidvania']",,2021-07-01,xbox
9394,Rare Replay,['Rare'],['Rare'],"['Action', 'Adventure', 'shooter', 'fighting', 'platformer', 'Classics']","['French', 'Spanish', 'German', 'Italian']",2015-08-04,xbox
444595,Fishing: North Atlantic,['Misc Games'],['Misc Games'],"['Simulation', 'Sports', 'Fishing']",,2021-06-30,xbox
442882,The Last Rolling Hero,['Poor Cat'],['Poor Cat'],"['First Person Shooter', 'Third Person Shooter', 'Platformer']",,2021-07-21,xbox
444374,Mythic Ocean,['Paralune'],['Nakana.io'],['Adventure'],,2021-07-09,xbox
443739,Mina & Michi,"['lightUP', 'Ratalaika Games']",['eastasiasoft'],['Puzzle'],,2021-06-30,xbox
444568,The Sisters - Party of the Year,['Balio Studio'],['Microids'],['Party'],,2021-07-06,xbox
445805,Restless Night,,,,,2021-07-16,xbox
444332,ENDER LILIES: Quietus of the Knights,"['Live Wire', 'Adglobe']",['Binary Haze Interactive'],"['Platformer', 'Metroidvania']",,2021-06-29,xbox
442881,Onirike,['DevilishGames'],['BadLand Publishing'],['Action-Adventure'],,2021-06-29,xbox
444318,Butterfly 2,['grin robot'],['grin robot'],"['Puzzle', 'Platformer']",,2021-06-29,xbox
1162,Prince of Persia,['Ubisoft Montreal'],['Ubisoft'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2008-12-05,xbox
429127,Arkham Horror: Mother’s Embrace,,,,,2021-03-23,xbox
443475,Flatland Vol.2,['Minimol Games'],['QUByte Interactive'],['Platformer'],,2021-06-29,xbox
441999,Police Stories,['Mighty Morgan'],['HypeTrain Digital'],['Action'],,2021-07-09,xbox
442879,Tropico 6,['Limbic Entertainment'],['Kalypso Media'],"['Simulation', 'Management']",,2021-07-08,xbox
442661,Batbarian: Testament of the Primordials,['Unspeakable Pixel'],['DANGEN Entertainment'],"['Platformer', 'Metroidvania']",,2021-07-15,xbox
441768,The Explorer of Night,['Alexandr Bondarenko'],['Desert Water Games'],['Platformer'],,2021-06-18,xbox
433003,NieR:Automata BECOME AS GODS Edition,,,,,2021-03-18,xbox
3858,Dead Space 3,['Visceral Games'],['Electronic Arts'],"['Action', 'Adventure', 'kinect']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2017-04-27,xbox
1214,Dead Space 2,['Visceral Games'],['Electronic Arts'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2017-04-27,xbox
9229,SteamWorld Dig,['Image&Form'],['Image&Form'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2015-06-05,xbox
13972,resident evil 4,['Capcom'],['Capcom'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2016-08-30,xbox
2106,Resident Evil 4,['CAPCOM Co.'],['CAPCOM Co.'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-09-20,xbox
405887,Darksiders Genesis,['Airship Syndicate'],['THQ Nordic'],['Adventure'],,2020-08-06,xbox
335455,Metro 2033 Redux,['4a games'],['deep silver'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Polish']",2019-11-07,xbox
6997,Metro 2033 Redux,['4a games'],['deep silver'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Polish']",2014-08-26,xbox
400121,Observation,['No Code'],['Devolver Digital and Croteam'],['Indie'],,2020-06-25,xbox
369566,Darksiders Genesis,['Airship Syndicate'],['THQ Nordic'],['Adventure'],,2020-02-14,xbox
3288,Virtua Fighter 5 FS,['SEGA'],['SEGA'],['fighting'],['Japanese'],2012-06-06,xbox
3734,Virtua Fighter 2,['SEGA'],['SEGA'],['fighting'],['Japanese'],2012-11-28,xbox
407054,Touhou Luna Nights,['Team Ladybug'],['AGM PLAYISM'],['Indie'],,2020-09-03,xbox
395429,"Yes, Your Grace",['Brave At Night'],['No More Robots'],['strategy'],,2020-06-26,xbox
12787,Neon Chrome,['10tons Ltd'],['10tons Ltd'],['shooter'],,2018-09-12,xbox
402934,Nowhere Prophet,['Sharkbomb Studios'],['No More Robots'],['strategy'],,2020-07-29,xbox
442880,In rays of the Light,['Noskov Sergey'],['Sometimes You'],['Adventure'],,2021-07-21,xbox
443816,Iron Harvest,,,,,2021-06-24,xbox
444570,Blue Fire,['Robi Studios'],['Graffiti Games'],['Platformer'],,2021-07-09,xbox
445452,Lost At Sea,['Studio Fizbin'],['Headup Games'],['Adventure'],,2021-07-15,xbox
441998,Loopindex,['Somepx'],['Ratalaika Games'],['Puzzle'],,2021-06-25,xbox
441003,Order of Battle: World War II,['The Artistocrats'],['Slitherine'],"['Strategy', 'Turn Based']",,2021-06-23,xbox
443424,Synchro Hedgehogs,['grin robot'],['grin robot'],['Platformer'],,2021-06-29,xbox
442660,Spirit of the North: Enhanced Edition,['Infuse Studio'],['Merge Games'],['Adventure'],,2023-12-01,xbox
443804,SAMURAI WARRIORS 5,['Omega Force'],['KOEI TECMO'],['Hack & Slash'],,2021-07-27,xbox
3669,Hydro Thunder Hurricane,['Vector Unit'],['Microsoft Studios'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2010-07-28,xbox
422976,Neoverse,['Tinogames Inc.'],['Tinogames Inc.'],"['Roguelite', 'Collectable Card Game', 'Turn Based']",,2020-12-17,xbox
400511,Drake Hollow,['The Molasses Flood'],['The Molasses Flood'],"['Survival', 'Management']",,2020-08-28,xbox
443775,Indigo 7 Quest of love,,,,,2021-07-08,xbox
442294,The Dungeon Of Naheulbeuk: The Amulet Of Chaos - Chicken Edition,['Artefacts Studio'],['Dear Villagers'],"['Role Playing', 'Strategy', 'Turn Based']",,2021-06-24,xbox
443358,Mighty Aphid,['Cascadia Games'],['ChiliDog Interactive'],['Run & Gun'],,2021-06-25,xbox
443616,Olympic Games Tokyo 2020 – The Official Video Game,,,,,2021-06-22,xbox
439868,Farm for your Life,['Secret Item Games'],['Secret Item Games'],"['Simulation', 'Management']",,2021-06-24,xbox
442536,TY the Tasmanian Tiger 2: Bush Rescue HD,['Krome Studios'],['Krome Studios'],"['Platformer', 'Open World']",,2021-06-23,xbox
440251,Life of Fly 2,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2021-06-11,xbox
441809,Mixups by POWGI,['Lightwood Games'],['Lightwood Games'],['Puzzle'],,2021-06-16,xbox
441994,Tails Noir,['EGGNUT'],['Raw Fury'],['Adventure'],,2021-06-08,xbox
432466,Tennis World Tour 2,['Big Ant Studios'],['Nacon'],"['Sports', 'Tennis']",,2020-09-22,xbox
3445,Hell Yeah!,['Arkedo'],['SEGA'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2012-09-26,xbox
9561,Disney Infinity 3.0,['Avalanche Studios'],['Disney Interactive'],"['Action', 'Adventure', 'fighting']","['French', 'Spanish', 'German', 'Italian', 'Polish']",2015-08-31,xbox
9434,Guncraft,['Exato Games Studio'],['GameMill Entertainment'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2015-07-14,xbox
441005,ASTRO AQUA KITTY,['Tikipod'],['Tikipod'],"[""Shoot 'em up""]",,2021-06-04,xbox
441604,Conglomerate 451: Overloaded,['RuneHeads'],['34BigThings'],"['Role Playing', 'Turn Based']",,2021-06-03,xbox
434799,Destroy All Humans!,,,,,2021-04-29,xbox
441002,Sig.NULL,['Half-Face Games'],['Half-Face Games'],['Puzzle'],,2020-11-11,xbox
439869,Donuts'n'Justice,['FobTi Interactive'],['Ratalaika Games'],['Run & Gun'],,2021-06-04,xbox
441169,R.B.I. Baseball 21,['MLB'],['MLB'],"['Sports', 'Baseball']",,2021-03-16,xbox
441099,Song of Horror,['Protocol Games'],['Raiser Games'],['Survival Horror'],,2021-05-28,xbox
440873,Necromunda: Hired Gun,['Streum On Studio'],['Focus Entertainment'],['First Person Shooter'],,2021-06-01,xbox
437765,Sure Footing,,,,,2021-05-20,xbox
438360,Astalon: Tears of the Earth,['LABS Works'],['DANGEN Entertainment'],"['Platformer', 'Metroidvania']",,2021-06-03,xbox
440850,Super Bomberman R Online,['Konami Digital Entertainment'],['Konami Digital Entertainment'],['Battle Royale'],,2021-05-27,xbox
440491,Capcom Arcade Stadium,['Capcom Entertainment'],['Capcom Entertainment'],['Collection'],,2021-05-25,xbox
440252,Crossbow Crusade,['HugePixel'],['ChiliDog Interactive'],['Run & Gun'],,2021-05-28,xbox
439743,Tank Mechanic Simulator,"['DeGenerals', 'Console Labs']",['PlayWay'],['Simulation'],,2021-05-19,xbox
439872,SnowRunner,['Saber Interactive'],['Focus Entertainment'],"['Simulation', 'Open World']",,2021-05-18,xbox
439850,Long Ago: A Puzzle Tale,['GrimTalin'],['GrimTalin'],['Puzzle'],,2021-05-28,xbox
439625,Rise of the Slime,['Bunkovsky Games'],['PlayStack'],"['Collectable Card Game', 'Card & Board']",,2021-05-20,xbox
438696,Death Crown,"['CO5MONAUT', 'Stas Pisarev']",['BadLand Publishing'],"['Strategy', 'Real Time']",,2021-05-13,xbox
2125,DB: Raging Blast 2,,['Namco Bandai Games'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",,xbox
439001,Rabisco+,['Green Dinosaur Games'],['Ratalaika Games'],['Action'],,2021-05-14,xbox
439226,Arrest of a stone Buddha,['yeo'],['yeo'],['Run & Gun'],,2021-05-14,xbox
438600,Rift Racoon,"['Marcos Game Dev', 'Ratalaika Games']",['eastasiasoft'],['Platformer'],,2021-05-12,xbox
437112,Exodemon,['Kuupu'],['JanduSoft'],['First Person Shooter'],,2021-05-14,xbox
437234,Ultimate Custom Night,['ScottGames'],['Clickteam'],['Action'],,2021-04-30,xbox
422060,Hood: Outlaws & Legends,['Sumo Digital'],['Focus Entertainment'],['Action'],,2021-05-10,xbox
434562,La febbre dell'oro (Gold Rush),,,,,2021-05-28,xbox
438017,Butterfly,,,,,2021-05-12,xbox
438038,Cosmic Top Secret,,,,,2021-05-21,xbox
436363,WarDogs: Red's Return,['Mito Games'],['QUByte Interactive'],"[""Beat 'em up""]",,2021-04-29,xbox
435674,The Colonists,"['Mode7', 'CodeByFire']",['Auroch Digital'],['Management'],,2021-05-04,xbox
1215,Bulletstorm,"['People Can Fly', 'Epic Games']",['Electronic Arts'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2011-09-13,xbox
436212,Retro Machina,['Orbit Studio'],['Super.com'],['Action-Adventure'],,2021-05-12,xbox
436367,Chroma Quaternion,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2021-05-07,xbox
1094,Worms,['Team17 Software'],['Microsoft Studios'],"['strategy', 'Simulation', 'Classics']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2007-03-07,xbox
5237,Dead or Alive 5 Last Round,"['Team Ninja', 'KOEI TECMO GAMES CO.']",['KOEI TECMO GAMES CO.'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2015-02-17,xbox
2124,Dragon Ball: Raging Blast,['Spike Chunsoft'],['Namco Bandai Games'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-11-10,xbox
334454,Woven the Game,['Alterego Games'],['Stickylock'],['Action-Adventure'],"['French', 'Spanish', 'German', 'Dutch']",2019-11-15,xbox
440920,Green Hell,,,,,2021-06-09,xbox
9393,Metal Gear Solid V: The Phantom Pain,['Konami Digital Entertainment'],['Konami Digital Entertainment'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2015-09-01,xbox
1119,Civil War,['Cauldron'],['Activision'],['shooter'],,,xbox
9282,LEGO Jurassic World,"[""Traveller's Tales""]",['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2016-04-19,xbox
9091,Farming Simulator 15,['Giants Software'],['focus home interactive'],"['strategy', 'Simulation']","['French', 'Spanish', 'German', 'Italian', 'Polish']",2015-05-19,xbox
8927,RISK,['Zoë Mode'],['Ubisoft'],['Board Games'],"['French', 'Spanish', 'German', 'Russian']",2015-04-29,xbox
1054,Street Fighter II' HF,,['Capcom'],['Classics'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2006-08-02,xbox
1087,Paperboy,,,['Classics'],"['French', 'Spanish', 'German', 'Italian']",,xbox
1082,EA SPORTS FN 3,['EA Chicago'],['Electronic Arts'],['sports'],"['Japanese', 'French']",2009-08-11,xbox
1047,Smash TV,,,['Classics'],"['Japanese', 'French', 'Spanish', 'Italian', 'Korean']",,xbox
1130,Devil May Cry 4,['CAPCOM Co.'],['CAPCOM Co.'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-12-22,xbox
9107,NASCAR '15,['Eutechnyx'],['Dusenberry Martin Racing'],"['Racing', 'Flying']",,2015-05-22,xbox
9044,Syberia 2,['Microids'],['BANDAI NAMCO Games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2015-05-13,xbox
8663,Forza Horizon 2 Presents Fast & Furious,['Playground Games'],['Microsoft Studios'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2015-03-27,xbox
1044,Chromehounds,['from software'],['SEGA'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'German']",2006-07-07,xbox
9290,MJ Battlegrounds,,['GameMill Entertainment'],"['strategy', 'Simulation', 'sports']",,,xbox
1080,Marvel: Ultimate Alliance,['raven software'],['Activision'],"['Action', 'Adventure', 'fighting', 'Role-Playing Games (RPG)']",['Italian'],2016-07-28,xbox
1052,Marble Blast Ultra,['Garage Games'],['Microsoft Studios'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2006-01-25,xbox
1062,Wik: Fable of Souls,['Reflexive Entertainment'],['Microsoft Studios'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2005-10-03,xbox
1060,Robotron: 2084,"['Digital Eclipse', 'Vid Kidz']",['Midway Games'],['Classics'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2005-12-17,xbox
1088,TMNT 1989 Arcade,"['Digital Eclipse', 'Konami Digital Entertainment']",['Ubisoft'],['Classics'],,2007-03-14,xbox
1100,TMNT,['Ubisoft'],['Ubisoft'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2007-03-23,xbox
1095,ARMORED CORE 4,['from software'],"['SEGA', '505 Games', 'FromSoftware']","['Action', 'Adventure']","['Japanese', 'French', 'Italian']",2007-03-20,xbox
1096,NBA STREET Homecourt,['EA Canada'],['Electronic Arts'],['sports'],"['Japanese', 'French']",2007-02-20,xbox
1097,Star Trek Legacy,['Mad Doc Software'],['Bethesda Softworks'],"['Action', 'Adventure', 'strategy', 'Simulation']",['German'],2006-12-14,xbox
1113,X-Men: The Official Game,['Activision'],['Activision'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'Italian']",2006-05-16,xbox
1120,Bomberman LIVE,['Backbone Entertainment'],['Hudson Entertainment'],"['Action', 'Adventure', 'Avatar']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2007-11-20,xbox
1115,NBA 2K6,['Visual Concepts'],['2K Games'],['sports'],"['French', 'Spanish', 'German', 'Italian']",2005-11-15,xbox
1118,Spider-Man 3,['Treyarch'],['Activision'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2007-05-04,xbox
1112,Madden NFL 06,['EA Tiburon'],['Electronic Arts'],['sports'],,2005-11-22,xbox
1117,College Hoops 2K6,['Visual Concepts'],['2K Games'],['sports'],,2006-03-07,xbox
157594,Armored Warfare,"['MY.GAMES', 'Saber Interactive', 'Obsidian Entertainment']",['MY.GAMES'],"['Automobile', 'Vehicular Combat']","['French', 'German', 'Russian', 'Polish']",2018-08-02,xbox
1124,Madden NFL 07,['EA Tiburon'],['Electronic Arts'],['sports'],,2006-08-22,xbox
1160,Scene It? LCA,,['Microsoft Studios'],,"['French', 'Spanish', 'German', 'Italian']",,xbox
1137,Rez HD,['Q Entertainment'],['Microsoft Studios'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-01-30,xbox
1151,DEAD RISING,['Capcom'],['Capcom'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-01-26,xbox
14864,Just Dance 2017,['Ubisoft'],['Ubisoft'],"['Family', 'Music+']","['French', 'Spanish', 'German', 'Italian']",2016-11-08,xbox
14223,Batman: The Telltale Series,['telltale games'],['telltale games'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)']",2016-09-14,xbox
13628,Risk Urban Assault,['Ubisoft'],['Ubisoft'],['Board Games'],"['French', 'Spanish', 'German', 'Russian']",2016-08-02,xbox
13197,Mighty No. 9,['INTI CREATES'],['deep silver'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian']",2016-06-21,xbox
12340,Rugby Challenge 3,['Wicked Witch Software'],['Wicked Witch Software'],['sports'],"['French', 'Spanish', 'Italian']",2016-04-22,xbox
11538,Cobalt,['Oxeye Game Studio'],['Microsoft Studios'],"['shooter', 'platformer']","['French', 'Spanish', 'German', 'Italian']",2016-02-02,xbox
11463,LEGO MARVEL's Avengers,['TT Games'],['Warner Bros. Interactive Entertainment'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2016-01-26,xbox
