gameid,title,developers,publishers,genres,supported_languages,release_date,platform
427985,Werewolf: The Apocalypse — Heart of the Forest,,,,,2021-02-24,xbox
428809,Katana Kata,['Stas Shostak'],['Samustai'],['Action'],,2021-02-26,xbox
416218,Five Dates,"['Good Gate Media', 'Wales Interactive']",['Wales Interactive'],['Visual Novel'],,2020-11-17,xbox
429090,Journey of the Broken Circle,['Lovable Hat Cult'],['Nakana.io'],['Platformer'],,2021-03-12,xbox
27667,Microsoft Number Puzzle,['Arkadium'],['Microsoft Studios'],['Adventure'],,,xbox
429170,Sir Lovelot,['pixel games'],['pixel games'],['Platformer'],,2021-03-03,xbox
10089,Doodle God Blitz HD,['JoyBits'],['JoyBits'],['puzzle'],,2015-09-05,xbox
426317,Crashlands,['Butterscotch Shenanigans'],['Butterscotch Shenanigans'],['Sandbox'],,2021-01-29,xbox
429273,Thunderflash,['SEEP'],['Ratalaika Games'],"[""Shoot 'em up""]",,2021-02-26,xbox
428356,Horned Knight,['Josep Monzonis Hernandez'],['2Awesome Studio'],['Platformer'],,2021-02-24,xbox
17535,A Walk in the Dark,,['1C Company'],['Indie'],,2017-05-19,xbox
429487,Demon Hunter: Revelation,['Brave Giant'],['Artifex Mundi'],"['Adventure', 'Point & Click']",,2021-02-26,xbox
429638,Mittelborg: City of Mages,['Armatur Games'],['Samustai'],['Management'],,2021-04-02,xbox
421434,CATTCH,['Infected Pixels Studio'],['ChiliDog Interactive'],['Platformer'],,2020-12-18,xbox
429878,In rays of the Light,['Noskov Sergey'],['Sometimes You'],['Adventure'],,2021-03-17,xbox
429985,Crypto by POWGI,['Lightwood Games'],['Lightwood Games'],['Puzzle'],,2021-03-19,xbox
429091,Under Leaves,,,,,2021-03-05,xbox
429723,Orbital Racer,"['Console Labs', 'Movie Games']",['PlayWay'],"['Arcade Racing', 'Aerial']",,2021-03-03,xbox
428788,Mail Mole,['Talpa Games'],['JanduSoft'],['Platformer'],,2021-03-05,xbox
429321,Space Otter Charlie,['Wayward Distractions'],['The Quantum Astrophysicists Guild'],['Action'],,2021-03-18,xbox
430011,Football Manager 2021,['Sports Interactive'],['SEGA'],['Management'],,2021-03-04,xbox
430437,Rip Them Off,['Lozange Lab'],['Lozange Lab'],['Puzzle'],,2021-03-24,xbox
24119,ACA NEOGEO WORLD HEROES 2,"['ADK', 'HAMSTER Corporation']",['HAMSTER Corporation'],['Fighting'],"['Japanese', 'Spanish', 'German', 'Italian']",2018-02-28,xbox
18870,Absolute Drift: Zen Edition,['Funselektor Labs'],['Flippfly'],"['Arcade Racing', 'Automobile']",,2017-08-31,xbox
431080,The Evil Within,['Tango Gameworks'],['Bethesda Softworks'],"['Third Person Shooter', 'Stealth', 'Survival Horror', 'Action Horror']",,2021-03-12,xbox
428714,Kill It With Fire,,,,,2021-03-04,xbox
7124,Pinball FX2,['zen studios'],['zen studios'],"['strategy', 'Simulation']","['French', 'Spanish', 'German', 'Italian']",2014-08-14,xbox
429494,Kaze and the Wild Masks,['PixelHive'],['SOEDESCO'],['Platformer'],,2021-03-26,xbox
10669,Trucking 3D,['EVLPPY'],['Game Troopers'],['Simulation'],,2015-10-29,xbox
544213,Rabio,['The Pigeon'],['Desert Water Games'],['Platformer'],,2022-09-30,xbox
551316,Hatup,"['Naoka Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2022-11-02,xbox
384913,Moving Out,,,,"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2020-04-28,xbox
10870,Stealth Inc. 2: A Game of Clones,['Carbon'],['Curve Digital'],['platformer'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",2015-11-19,xbox
16005,Spheroids,['Eclipse Games'],['Eclipse Games'],"['Action', 'Adventure', 'platformer']",,2017-02-10,xbox
157676,Megaton Rainfall,"['Pentadimensional Games, SL']","['Pentadimensional Games, SL']",['Indie'],,2018-08-10,xbox
14090,"The Walking Dead: Michonne - Ep. 1, In Too Deep",['telltale games'],['telltale games'],"['Action', 'Adventure']",,2016-05-02,xbox
168327,Rally Racers,['West Coast Games Ltd'],['West Coast Games Ltd'],['Racing'],"['French', 'Spanish', 'German', 'Italian']",2018-12-14,xbox
23802,I Expect You To Die,['Schell Games'],['Schell Games'],['Indie'],,2018-02-13,xbox
20827,Arizona Sunshine,['Vertigo Games'],['Vertigo Games'],['Violent'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)']",2017-10-16,xbox
20423,FORM,['Charm Games'],['Charm Games'],['Indie'],,2017-10-17,xbox
2200,The Misadventures of P.B. Winterbottom,['The Odd Gentlemen'],['2K Play'],"['platformer', 'puzzle']","['French', 'Spanish', 'German', 'Italian']",2010-02-17,xbox
21589,ACA NEOGEO NEO TURF MASTERS,,,['sports'],"['Japanese', 'Spanish', 'German', 'Italian']",2017-12-28,xbox
1104,Shadowrun,['FASA Studio'],['Microsoft Studios'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2010-09-10,xbox
1688,Lost Planet: Extreme Condition Colonies Edition,['Capcom'],['CAPCOM Co.'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-06-06,xbox
11843,Gears of War: Ultimate Edition for Windows 10,"['The Coalition', 'Epic Games']",['Microsoft Studios'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2016-03-01,xbox
10336,The Escapists: The Walking Dead,['Team17 Software'],['Team17 Digital Ltd'],"['strategy', 'Simulation']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2015-09-30,xbox
170836,ACA NEOGEO SAMURAI SHODOWN IV,"['SNK', 'HAMSTER Corporation']",['HAMSTER Corporation'],['Fighting'],"['Japanese', 'Spanish', 'German', 'Italian']",2018-12-21,xbox
169637,ACA NEOGEO SENGOKU 3,"['SNK', 'HAMSTER Corporation']",['HAMSTER Corporation'],"[""Beat 'em up""]","['Japanese', 'Spanish', 'German', 'Italian']",2018-11-30,xbox
11907,Fire: Ungh's Quest,['Daedalic Entertainment'],['Daedalic Entertainment'],['Point & Click'],,2016-03-02,xbox
165759,ACA NEOGEO POWER SPIKES II,"['Video System', 'HAMSTER Corporation']",['HAMSTER Corporation'],"['Sports', 'Volleyball']","['Japanese', 'Spanish', 'German', 'Italian']",2018-09-28,xbox
26738,We Happy Few Game Preview,['Compulsion Games'],['Gearbox Publishing'],,"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2018-08-10,xbox
16087,Gimme Five,,,['puzzle'],,2012-05-24,xbox
165743,ACA NEOGEO THE KING OF FIGHTERS '98,"['SNK', 'HAMSTER Corporation']",['HAMSTER Corporation'],['Fighting'],"['Japanese', 'Spanish', 'German', 'Italian']",2018-09-28,xbox
23482,Crystal Rift,['Psytec Games'],['Psytec Games'],['Dungeon Crawler'],,2018-01-26,xbox
21393,ACA NEOGEO FATAL FURY,"['SNK', 'HAMSTER Corporation']",['HAMSTER Corporation'],['Fighting'],"['Japanese', 'Spanish', 'German', 'Italian']",2017-12-15,xbox
7012,Wordament Snap Attack,['You vs. the Internet'],['Microsoft Studios'],['puzzle'],,2014-05-06,xbox
2304,KOF Sky Stage,['LTD.'],['SNK'],['shooter'],['Japanese'],2012-01-04,xbox
1472,Word Puzzle,['InterServ International'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2007-11-07,xbox
4826,Dream Track Nation,['Pow Pow Games'],['Chillingo'],['Platformer'],,2013-03-22,xbox
4930,Angry Birds Classic,['Rovio'],['Rovio'],['Puzzle'],,2013-05-01,xbox
423139,My Universe - Fashion Boutique,['Black Sheep studio'],['Microids Life'],['Simulation'],,2020-10-27,xbox
421236,VA-11 Hall-A: Cyberpunk Bartender Action,['Sukeban Games'],['Ysbryd Games'],['Simulation'],,2020-12-03,xbox
502888,Umurangi Generation Special Edition,['ORIGAME DIGITAL'],['PLAYISM'],['Simulation'],,2022-05-17,xbox
458062,Summer Sports Games - 4K Edition,,,,,2021-09-22,xbox
502537,Blow & Fly,"['eastasiasoft', 'Khud0']",['eastasiasoft'],['Puzzle'],,2022-05-25,xbox
502498,Chefy-Chef,['BUG-Studio'],['Ratalaika Games'],['Platformer'],,2022-05-06,xbox
501593,Infinite Links,,,,,2022-05-12,xbox
502384,Loot River,['Straka.Studio'],"['SUPERHOT Team', 'Straka.Studio']",['Roguelite'],,2022-05-03,xbox
502337,Radon Break,['EntwicklerX'],['EntwicklerX'],['Action'],,2022-05-13,xbox
501577,Nirvana: Pilot Yume,['Dev9k'],['RedDeerGames'],"['Arcade Racing', 'Automobile', 'Visual Novel']",,2022-05-20,xbox
441187,Death Park,,,,,2021-09-24,xbox
439973,Off And On Again,,,,,2021-06-04,xbox
499661,Evasion From Hell,['EpiXR Games'],['EpiXR Games'],['Platformer'],,2022-05-04,xbox
425763,Control Standard Edition,,,,,2021-01-21,xbox
498222,Arcade Spirits: The New Challengers,['Fiction Factory Games'],['PQube'],['Visual Novel'],,2022-05-27,xbox
498447,Flippin Kaktus,['rage++'],['No Gravity Games'],['Run & Gun'],,2022-05-12,xbox
437508,Dead Dust,,,,,2021-04-23,xbox
481677,Lethis - Path of Progress,['Triskell Interactive'],['PID Games'],['Management'],,2022-05-10,xbox
457949,Alder's Blood: Definitive Edition,['Shockwork Games'],['No Gravity Games'],"['Strategy', 'Turn Based']",,2021-09-22,xbox
457317,Sherlock Holmes Chapter One,['Frogwares'],['Frogwares'],"['Adventure', 'Point & Click']",,2021-11-16,xbox
457302,UnMetal,['Unepic Entertainment'],['Versus Evil'],['Stealth'],,2021-09-28,xbox
456503,May’s Mysteries: The Secret of Dragonville,,,,,2021-09-23,xbox
455998,Zombie Watch,['David Grof'],['David Grof'],['Survival'],,2021-09-17,xbox
447394,Alchemic Cutie,['Viridian Software'],['PM Studios'],['Management'],,2021-09-28,xbox
441993,Chivalry 2,['Torn Banner Studios'],"['Tripwire Interactive', 'Deep Silver']",['Hack & Slash'],,2021-06-08,xbox
442351,Alex Kidd in Miracle World DX,['Jankenteam'],['Merge Games'],['Platformer'],,2021-06-22,xbox
441650,WINGSPAN,['Monster Couch'],['Monster Couch'],['Card & Board'],,2021-06-18,xbox
441529,Peepaw's Farm,['Ikon Games'],['Ikon Games'],['Adventure'],,2021-06-09,xbox
441437,Paradox Error,"['Nerd Games', 'eastasiasoft']",['eastasiasoft'],['Platformer'],,2021-06-09,xbox
439874,My Child Lebensborn,"['Sarepta Studio', 'Teknopilot']",['East2west Games'],['Simulation'],,2021-06-01,xbox
440337,SRX: The Game,['Monster Games'],['Monster Games'],"['Simulation Racing', 'Automobile', 'Sports']",,2021-05-28,xbox
440535,Talisman : Digital Edition,"['Nomad Games', 'BlitWorks']",['Nomad Games'],['Card & Board'],,2021-06-03,xbox
440250,Super Arcade Soccer 2021,"['Ruben Alcañiz', 'Rendercode Games']",['Ruben Alcañiz'],"['Sports', 'Football']",,2021-05-28,xbox
414966,The Medium,,,,,2021-01-28,xbox
502536,Divination: Console Edition,,,,,2022-05-18,xbox
439747,Knockout City,['Velan Studios'],['Velan Studios'],"['Sports', 'Dodgeball']",,2021-05-21,xbox
439000,Eight Dragons,['Extend Mode'],['JanduSoft'],"[""Beat 'em up""]",,2021-05-28,xbox
437326,Blazing Beaks,['Applava'],['Applava'],"[""Shoot 'em up""]",,2021-05-07,xbox
433323,Papa's Quiz,['Old Apes'],['Old Apes'],"['Educational & Trivia', 'Party']",,2021-04-02,xbox
432947,Battle Axe,['Bitmap Bureau'],['Numskull Games'],['Hack & Slash'],,2021-04-23,xbox
431044,Ruvato: Original Complex,['REMIMORY'],['REMIMORY'],"[""Shoot 'em up"", 'Hack & Slash']",,2021-03-26,xbox
421712,Monster Sanctuary,['Moi Rai Games'],['Team17 Digital Ltd'],"['Role Playing', 'Platformer', 'Metroidvania', 'Turn Based']",,2020-12-08,xbox
502354,Dog’s Donuts,,,,,2022-05-12,xbox
426972,King Of Seas,,,,,2021-05-25,xbox
427291,Void Gore,"['Panda Indie Studio', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,2021-02-17,xbox
417181,Poker Club,['Ripstone'],['Ripstone'],"['Card & Board', 'Casino']",,2020-11-19,xbox
496569,Ravenous Devils,,,,,2022-04-29,xbox
406714,Spiritfarer,['Thunder Lotus Games'],['Thunder Lotus Games'],['Simulation'],,2020-08-18,xbox
395703,Othercide,['Lightbulb Crew'],['focus home interactive'],['strategy'],,2020-07-28,xbox
395702,A Summer with the Shiba Inu,['Quill Game Studios'],['Quill Game Studios'],['Indie'],,2020-06-24,xbox
395188,Dungeon of the Endless,['AMPLITUDE Studios'],['AMPLITUDE Studios'],['strategy'],,2020-06-11,xbox
395184,Battlefleet Gothic: Armada 2,['Tindalos Interactive'],['focus home interactive'],['strategy'],,2020-06-11,xbox
395100,Timberman VS,['Digital Melody'],['Forever Entertainment S. A.'],['Indie'],,2020-06-17,xbox
395017,Pity Pit,['Panda Indie Studio'],['Panda Indie Studio'],['Indie'],,2020-06-10,xbox
394807,Colt Canyon,['Retrific'],['Headup Games'],['Indie'],,2020-06-16,xbox
394432,Jump King,['Nexile'],['Nexile'],['Indie'],,2020-06-09,xbox
387842,Stranded Deep,['Beam Team Games'],['Beam Team Pty Ltd'],['Indie'],"['French', 'Spanish', 'Portuguese (Brazil)']",2020-04-21,xbox
386224,Null Drifter,['Panda Indie Studio'],['Panda Indie Studio'],['Simulation'],,2020-04-08,xbox
385729,Gigantosaurus The Game,['WildSphere'],['Outright Games Ltd.'],['Racing'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2020-03-27,xbox
385620,Shaolin vs Wutang,['Jae Lee'],['Digital Tribes'],['Indie'],,2020-05-20,xbox
372714,Project Starship,['Matteo Gonano'],['New Reality Games'],['Indie'],,2020-02-12,xbox
336780,Lost Ember,['Mooneye Studios'],['Mooneye Studios'],['Indie'],['German'],2019-11-22,xbox
333238,MageQuit,['Bowlcut Studios'],['Bowlcut Studios'],['strategy'],,2019-10-09,xbox
329509,Blasphemous,['The Game Kitchen'],['Team17 Digital Ltd'],['Indie'],"['French', 'Spanish', 'German', 'Italian', 'Chinese (simplified)']",2019-09-10,xbox
328787,SubaraCity,['ESQUADRA'],['Flyhigh Works'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2019-08-28,xbox
328741,Remnant: From the Ashes,['Gunfire Games'],['Perfect World Entertainment'],['RPG'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2019-08-20,xbox
195623,Downwell,['Moppin'],['devolver digital'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2019-08-01,xbox
184268,Gleaner Heights,['Emilios Manolidis'],['Emilios Manolidis'],['Simulation'],,2019-04-10,xbox
184079,Modern Tales: Age of Invention,['Orchid Games'],['Artifex Mundi sp. z o.o.'],['Casual'],"['French', 'German', 'Italian', 'Russian', 'Polish']",2019-04-05,xbox
406688,Street Power Soccer,"['SFL Interactive', 'Gamajun']",['Maximum Games'],"['Sports', 'Football']",,2020-07-13,xbox
404359,The Touryst,"[""Shin'en Games""]","[""Shin'en Games""]",['Adventure'],,2020-07-30,xbox
395492,F1 2020,['Codemasters'],['Codemasters'],"['Simulation Racing', 'Automobile', 'Sports']",,2020-07-10,xbox
395371,Horde Of Plenty,['SMONCH'],['SMONCH'],"[""Shoot 'em up""]",,2020-06-12,xbox
394029,Warface: Breakout,"['Allods Team', 'Crytek']",['MY.GAMES'],['First Person Shooter'],,2020-05-26,xbox
358508,Phoenix Point,['Snapshot Games'],['Snapshot Games'],"['Strategy', 'Turn Based']",,2019-12-19,xbox
333783,Lornsword Winter Chronicle,['Tower Five'],['Tower Five'],"['Strategy', 'Real Time']",,2019-10-23,xbox
335919,Bless Unleashed,['Round8 Studio'],['Bandai Namco Entertainment'],"['Action-RPG', 'Role Playing', 'Open World', 'MMO']",,2020-03-12,xbox
184340,Velocity G,['Repixel8'],['Repixel8'],"['Arcade Racing', 'Automobile']",,2019-04-12,xbox
184167,ACA NEOGEO Money Puzzle Exchanger,"['Face', 'HAMSTER Corporation']",['HAMSTER Corporation'],['Puzzle'],"['Japanese', 'Spanish', 'German', 'Italian']",2019-04-05,xbox
395630,Disintegration,,,,,2020-06-16,xbox
193664,Control,,,,"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2019-08-27,xbox
184194,Flutter Bombs,['Earthborn Interactive'],['Earthborn Interactive'],"[""Shoot 'em up""]",,2019-04-12,xbox
184005,Zaccaria Pinball,['Magic Pixel Kft.'],['Magic Pixel Kft.'],['sports'],,2019-04-03,xbox
184121,Purple Chicken Spaceman,['Holmade Games'],['Holmade Games'],"[""Shoot 'em up""]",,2019-05-03,xbox
183998,Snooker 19,['Lab42'],['Ripstone'],['sports'],"['French', 'Spanish', 'German', 'Italian']",2019-04-17,xbox
183865,Eternity: The Last Unicorn,['Void Studios'],['1C Entertainment'],['RPG'],,2019-04-16,xbox
183581,Royal Roads,['Studio Bidon Games'],['8floor Ltd.'],['strategy'],"['French', 'German', 'Russian']",2019-04-05,xbox
183347,METAGAL,['RetroRevolution'],['RetroRevolution'],['Indie'],,2019-03-27,xbox
183334,Where the Bees Make Honey,['Wakefield Interactive'],['Whitethorn Digital'],['Simulation'],,2019-03-26,xbox
183325,Bow to Blood: Last Captain Standing,['Tribetoy'],['Tribetoy'],['strategy'],,2019-04-03,xbox
183283,"Cook, Serve, Delicious! 2!!",['Vertigo Gaming Inc.'],['Vertigo Gaming Inc.'],['strategy'],,2019-04-10,xbox
182789,Vosaria: Lair of the Forgotten,['Johnny Ostad'],['Johnny Ostad'],['Indie'],,2019-03-22,xbox
182737,Smoots World Cup Tennis,['Kaneda Games'],['Plug In Digital'],['sports'],"['Spanish', 'German', 'Italian']",2019-04-05,xbox
182655,Power Rangers: Battle for the Grid,"['nWay, INC']","['nWay, INC']",['Action'],,2019-03-26,xbox
182584,FAR: Lone Sails,['Okomotive'],['Mixtvision'],['Indie'],,2019-04-02,xbox
182244,Vaporum,"['Fatbot Games, s. r. o.']","['Fatbot Games, s. r. o.']",['RPG'],,2019-04-10,xbox
182047,ONE PIECE World Seeker,['GANBARION Co.'],['BANDAI NAMCO Entertainment Europe'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2019-03-15,xbox
182016,RICO,['Ground Shatter'],['Rising Star Games'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Portuguese (Brazil)']",2019-03-13,xbox
181907,Realms of Arkania: Star Trail,['Crafty Studios'],['United Independent Entertainment GmbH'],['RPG'],['German'],2019-01-30,xbox
181671,Tyd wag vir Niemand,['Skobbejak Games'],['Skobbejak Games'],['Indie'],,2019-03-22,xbox
181395,Miles & Kilo,['Michael Burns'],['Michael Burns'],['Indie'],,2019-03-22,xbox
180661,Crimson Keep,['Ben Rog-Wilhelm'],['Merge Games'],['RPG'],,2019-03-06,xbox
179987,ShellShock Live,['kChamp Games'],['kChamp Games'],['strategy'],,2019-03-08,xbox
179986,Blood Waves,['Light Road Games'],['Light Road Games'],['strategy'],,2019-03-15,xbox
178905,The LEGO Movie 2 Videogame,['TT Games Ltd'],['Warner Bros. Interactive Entertainment'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2019-02-26,xbox
167111,Generation Zero,['Avalanche Studios'],['Avalanche Studios'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Polish']",2019-03-26,xbox
175677,Goodbye Deponia,['Daedalic Entertainment'],['Daedalic Entertainment'],['Indie'],"['French', 'Russian', 'Chinese (simplified)', 'Polish']",2019-01-30,xbox
183991,Trüberbrook,['btf'],['Headup Games'],"['Adventure', 'Point & Click']",,2019-04-17,xbox
183535,INFERNO CLIMBER: REBORN,['Arc System Works'],['Arc System Works'],"['Action-RPG', 'Role Playing']","['Japanese', 'Korean', 'Chinese (simplified)']",2019-03-28,xbox
182736,Outward,['Nine Dots Studio'],['deep silver'],['RPG'],"['French', 'Spanish', 'German', 'Italian']",2019-03-26,xbox
182684,ACA NEOGEO BASEBALL STARS 2,"['SNK', 'HAMSTER Corporation']",['HAMSTER Corporation'],"['Sports', 'Baseball']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2019-03-21,xbox
183282,Dangerous Driving,['Three Fields Entertainment'],['Three Fields Entertainment'],"['Arcade Racing', 'Automobile']",,2019-04-09,xbox
182274,Phar Lap - Horse Racing Challenge,['PikPok'],['Home Entertainment Suppliers'],"['Sports', 'Equestrian Sports']",,2019-03-22,xbox
182243,AlienCruise,['Cotton Game'],['E-Home Entertainment'],"[""Shoot 'em up""]",['Chinese (simplified)'],2019-03-27,xbox
181744,Warparty,['Crazy Monkey Studios'],['Crazy Monkey Studios'],"['Strategy', 'Real Time']",,2019-03-28,xbox
181667,ACA NEOGEO RIDING HERO,"['SNK', 'HAMSTER Corporation']",['HAMSTER Corporation'],"['Arcade Racing', 'Automobile']","['Japanese', 'Spanish', 'German', 'Italian']",2019-03-08,xbox
181672,American Ninja Warrior: Challenge,['Gaming Corps'],['GameMill Entertainment'],['Action'],,2019-03-19,xbox
179968,Bonds of the Skies,['Hit-Point'],['KEMCO'],"['Role Playing', 'Turn Based']",['Japanese'],2003-01-20,xbox
137426,GyroShooter VR,['Triangle Service'],['Triangle Service'],['Action'],,2018-05-10,xbox
183440,Shadowgate (remake),,,,,2019-04-11,xbox
166846,LEGO DC Super-Villains,['TT Games Ltd'],['Warner Bros. Interactive Entertainment'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-10-16,xbox
148970,Forsaken Remastered,['Iguana Entertainment'],['Nightdive Studios'],['Adventure'],,2018-07-31,xbox
139445,No Man's Sky,['Hello Games'],['Hello Games'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-07-24,xbox
144637,Bomber Crew,['Runner Duck'],['Curve Digital'],['strategy'],"['French', 'Spanish', 'German', 'Russian', 'Polish']",2018-07-10,xbox
139620,LEGO The Incredibles,['TT Games Ltd'],['Warner Bros. Interactive Entertainment'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-06-15,xbox
21497,Space Pirate Trainer,['I-Illusions'],['I-Illusions'],['Action'],,2017-10-16,xbox
21232,Fantastic Contraption,['Radial Games'],['Northway Games'],['Simulation'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-10-17,xbox
21188,Chaos on Deponia,['Daedalic Entertainment'],['Daedalic Entertainment'],['Indie'],"['French', 'Spanish']",2017-12-06,xbox
20812,LEGO Marvel Super Heroes 2,['Feral Interactive (Mac)'],['Feral Interactive (Mac)'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2017-11-14,xbox
19766,The LEGO NINJAGO Movie Video Game,['TT Games Ltd'],['Warner Bros. Interactive Entertainment'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2017-09-22,xbox
19175,Mages of Mystralia,['Borealys Games'],['Borealys Games'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2017-08-25,xbox
18709,The Long Dark (Game Preview),['Hinterland Studio Inc.'],['Hinterland Studio Inc.'],['strategy'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-11-02,xbox
18697,Slime Rancher (Game Preview),['Monomi Park'],['Monomi Park'],['Simulation'],"['French', 'Spanish', 'German', 'Russian']",2017-08-01,xbox
17042,LEGO CITY Undercover,"[""Traveller's Tales""]",['TT Games'],['Action'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2017-04-04,xbox
167351,Just Dance 2019,['Ubisoft Paris'],['Ubisoft'],['Dance'],"['French', 'Spanish', 'German', 'Italian']",2018-10-23,xbox
167896,Brawlhalla,['Blue Mammoth Games'],['Ubisoft Montreal'],['Indie'],,2018-11-06,xbox
159837,3on3 FreeStyle,['Joycity'],['Joycity'],['sports'],,2018-08-29,xbox
135755,TERA,['Bluehole'],['Bluehole'],"['Action-RPG', 'Role Playing', 'Open World', 'MMO', 'Dungeon Crawler']","['French', 'German']",2018-04-03,xbox
20483,Just Dance 2018,['Ubisoft Paris'],['Ubisoft'],['Dance'],"['French', 'Spanish', 'German', 'Italian']",2017-10-24,xbox
32554,Attack on Titan 2,['Omega Force'],['KOEI TECMO'],['Hack & Slash'],"['French', 'Spanish', 'German', 'Italian']",2018-03-20,xbox
21040,Tapping Skill Test,['Triangle Service'],['Triangle Service'],['Action'],['Japanese'],2017-11-27,xbox
17788,Cars 3: Driven to Win,['Avalanche Software'],['Warner Bros. Games'],"['Arcade Racing', 'Automobile']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2017-06-13,xbox
19438,Turtle's Quest,"[""Kid's Revolt""]","[""Kid's Revolt""]",['Adventure'],,2017-09-07,xbox
19338,War Planet Online: Global Conquest,['gameloft'],['gameloft'],['strategy'],,2017-09-01,xbox
17688,Crossout,['Targem Games'],['Gaijin Entertainment'],['Racing'],"['French', 'Spanish', 'German', 'Russian']",2017-05-30,xbox
16616,LEGO Worlds,['TT Games'],['Warner Bros. Interactive Entertainment'],['Adventure'],"['French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-03-07,xbox
14615,Battlefield 1,['Dice'],['Electronic Arts'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Polish']",2016-10-21,xbox
14594,Solitaire,['Sanuk Games'],['Bigben Interactive'],['puzzle'],"['French', 'Spanish', 'German', 'Italian', 'Dutch']",2016-10-11,xbox
14593,EARTH'S DAWN,['oneoreight'],['Rising Star Games'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German']",2016-11-02,xbox
14570,Blue Rider,['Ravegan'],['Ravegan'],"['Action', 'Adventure', 'shooter']",,2016-10-12,xbox
14567,Castle Invasion: Throne Out,['Cat Trap Studios'],['Cat Trap Studios'],"['Action', 'Adventure']",,2016-10-12,xbox
